employee_num,salary_effective_date,salary,salary_increase,starting_salary_flag
14721,2015-03-01,1820398.64,0.04,N
14721,2015-03-01,1882292.19,0.034,N
12427,1999-01-01,615000,0,Y
12427,2000-03-01,645135,0.049,N
12427,2001-03-01,658037.7,0.02,N
12427,2002-03-01,672514.53,0.022,N
12427,2003-03-01,692017.45,0.029,N
12427,2004-03-01,714854.03,0.033,N
12427,2005-03-01,739159.06,0.034,N
12427,2006-03-01,782030.29,0.058,N
12427,2007-03-01,808619.32,0.034,N
12427,2008-03-01,868457.15,0.074,N
12427,2009-03-01,884089.38,0.018,N
12427,2010-03-01,894698.45,0.012,N
12427,2011-03-01,914381.82,0.022,N
12427,2012-03-01,950957.09,0.04,N
12427,2013-03-01,966172.4,0.016,N
12427,2014-03-01,1004819.3,0.04,N
12427,2015-03-01,1043002.43,0.038,N
12427,2016-03-01,1077421.51,0.033,N
12427,2017-03-01,1117286.11,0.037,N
12427,2018-03-01,1172033.13,0.049,N
44398,1999-01-01,630000,0,Y
44398,2000-03-01,665280,0.056,N
44398,2001-03-01,683242.56,0.027,N
44398,2002-03-01,707156.05,0.035,N
44398,2003-03-01,719177.7,0.017,N
44398,2004-03-01,755855.77,0.051,N
44398,2005-03-01,782310.72,0.035,N
44398,2006-03-01,809691.59,0.035,N
44398,2007-03-01,841269.56,0.039,N
44398,2008-03-01,869872.73,0.034,N
44398,2009-03-01,887270.18,0.02,N
44398,2010-03-01,897917.43,0.012,N
44398,2011-03-01,923957.03,0.029,N
44398,2012-03-01,937816.39,0.015,N
44398,2013-03-01,967826.51,0.032,N
44398,2014-03-01,990086.52,0.023,N
44398,2015-03-01,1027709.81,0.038,N
44398,2016-03-01,1039014.62,0.011,N
44398,2017-03-01,1100316.48,0.059,N
44398,2018-03-01,1138827.56,0.035,N
36559,1999-01-01,613200,0,Y
36559,2000-03-01,641407.2,0.046,N
36559,2001-03-01,663215.04,0.034,N
36559,2002-03-01,674489.7,0.017,N
36559,2003-03-01,693375.41,0.028,N
36559,2004-03-01,709323.05,0.023,N
36559,2005-03-01,734858.68,0.036,N
36559,2006-03-01,777480.48,0.058,N
8204,1999-01-01,553800,0,Y
8204,2000-03-01,580382.4,0.048,N
8204,2001-03-01,600115.4,0.034,N
8204,2002-03-01,619919.21,0.033,N
8204,2003-03-01,658974.12,0.063,N
8204,2004-03-01,673471.55,0.022,N
8204,2005-03-01,692328.75,0.028,N
8204,2006-03-01,744253.41,0.075,N
8204,2007-03-01,766581.01,0.03,N
8204,2008-03-01,820241.68,0.07,N
8204,2009-03-01,857152.56,0.045,N
29364,1999-01-01,544200,0,Y
29364,2000-03-01,571410,0.05,N
29364,2001-03-01,587409.48,0.028,N
29364,2002-03-01,597982.85,0.018,N
29364,2003-03-01,621304.18,0.039,N
29364,2004-03-01,649884.17,0.046,N
29364,2005-03-01,670680.47,0.032,N
44462,1999-01-01,619200,0,Y
44462,2000-03-01,655113.6,0.058,N
39087,1999-01-01,545400,0,Y
39087,2000-03-01,584668.8,0.072,N
39087,2001-03-01,608055.55,0.04,N
39087,2002-03-01,629337.5,0.035,N
39087,2003-03-01,645070.93,0.025,N
24685,1999-01-01,647400,0,Y
24685,2000-03-01,675238.2,0.043,N
7647,1999-01-01,601800,0,Y
7647,2000-03-01,632491.8,0.051,N
7647,2001-03-01,650201.57,0.028,N
7647,2002-03-01,671008.02,0.032,N
7647,2003-03-01,683757.17,0.019,N
7647,2004-03-01,702902.37,0.028,N
7647,2005-03-01,716960.42,0.02,N
7647,2006-03-01,761411.97,0.062,N
7647,2007-03-01,786538.56,0.033,N
11516,1999-01-01,568800,0,Y
11516,2000-03-01,603496.8,0.061,N
11516,2001-03-01,642724.09,0.065,N
11516,2002-03-01,642724.09,0,N
11516,2003-03-01,665219.44,0.035,N
11516,2004-03-01,687836.9,0.034,N
11516,2005-03-01,714662.53,0.039,N
11516,2006-03-01,771835.54,0.08,N
11516,2007-03-01,771835.54,0,N
23737,1999-01-01,554400,0,Y
23737,2000-03-01,593208,0.07,N
23737,2001-03-01,608038.2,0.025,N
30754,1999-01-01,552600,0,Y
30754,2000-03-01,590729.4,0.069,N
30754,2001-03-01,613767.85,0.039,N
41572,1999-01-01,592800,0,Y
41572,2000-03-01,635481.6,0.072,N
41572,2001-03-01,648826.71,0.021,N
3247,1999-01-01,560400,0,Y
3247,2000-03-01,583376.4,0.041,N
3247,2001-03-01,601461.07,0.031,N
3247,2002-03-01,621910.74,0.034,N
12121,1999-01-01,568800,0,Y
12121,2000-03-01,598946.4,0.053,N
12121,2001-03-01,622904.26,0.04,N
12121,2002-03-01,632870.72,0.016,N
12121,2003-03-01,651856.85,0.03,N
15347,1999-01-01,612600,0,Y
15347,2000-03-01,657932.4,0.074,N
15347,2001-03-01,678986.24,0.032,N
15347,2002-03-01,712935.55,0.05,N
15347,2003-03-01,732897.74,0.028,N
15347,2004-03-01,757816.27,0.034,N
15347,2005-03-01,810105.59,0.069,N
15347,2006-03-01,868433.19,0.072,N
15347,2007-03-01,907512.69,0.045,N
15347,2008-03-01,976483.65,0.076,N
15347,2009-03-01,1001872.22,0.026,N
15347,2010-03-01,1031928.39,0.03,N
15347,2011-03-01,1057726.6,0.025,N
15347,2012-03-01,1074650.23,0.016,N
15347,2013-03-01,1099367.18,0.023,N
15347,2014-03-01,1112559.59,0.012,N
15347,2015-03-01,1131473.1,0.017,N
15347,2016-03-01,1173337.61,0.037,N
38813,1999-01-01,624000,0,Y
38813,2000-03-01,652080,0.045,N
38813,2001-03-01,678163.2,0.04,N
38813,2002-03-01,689691.97,0.017,N
38813,2003-03-01,713831.19,0.035,N
38813,2004-03-01,728821.65,0.021,N
28423,1999-01-01,601800,0,Y
28423,2000-03-01,633695.4,0.053,N
28423,2001-03-01,652072.57,0.029,N
28423,2002-03-01,667722.31,0.024,N
28423,2003-03-01,691092.59,0.035,N
28423,2004-03-01,724265.03,0.048,N
28423,2005-03-01,765548.14,0.057,N
28423,2006-03-01,814543.22,0.064,N
28423,2007-03-01,851197.67,0.045,N
28423,2008-03-01,885245.57,0.04,N
28423,2009-03-01,894098.03,0.01,N
28423,2010-03-01,941485.22,0.053,N
28423,2011-03-01,951841.56,0.011,N
28423,2012-03-01,969926.55,0.019,N
28423,2013-03-01,996114.57,0.027,N
28423,2014-03-01,1025998,0.03,N
28423,2015-03-01,1062933.93,0.036,N
28423,2016-03-01,1073563.27,0.01,N
28423,2017-03-01,1093960.97,0.019,N
28423,2018-03-01,1124591.88,0.028,N
40369,1999-01-01,574200,0,Y
40369,2000-03-01,606355.2,0.056,N
23720,1999-01-01,604800,0,Y
23720,2000-03-01,648345.6,0.072,N
23720,2001-03-01,686597.99,0.059,N
23720,2002-03-01,708569.13,0.032,N
23720,2003-03-01,722740.51,0.02,N
23720,2004-03-01,758877.53,0.05,N
23720,2005-03-01,774055.08,0.02,N
23720,2006-03-01,802695.12,0.037,N
23720,2007-03-01,836408.32,0.042,N
23720,2008-03-01,861500.57,0.03,N
23720,2009-03-01,886484.08,0.029,N
23720,2010-03-01,898894.86,0.014,N
23720,2011-03-01,925861.71,0.03,N
23720,2012-03-01,953637.56,0.03,N
23720,2013-03-01,975571.22,0.023,N
23720,2014-03-01,985326.93,0.01,N
23720,2015-03-01,1014886.74,0.03,N
23720,2016-03-01,1025035.61,0.01,N
40958,1999-01-01,556200,0,Y
40958,2000-03-01,589015.8,0.059,N
40958,2001-03-01,607864.31,0.032,N
40958,2002-03-01,620629.46,0.021,N
40958,2003-03-01,633042.05,0.02,N
40958,2004-03-01,650767.22,0.028,N
4825,1999-01-01,580800,0,Y
4825,2000-03-01,609259.2,0.049,N
4825,2001-03-01,625099.94,0.026,N
4825,2002-03-01,645728.24,0.033,N
4825,2003-03-01,665745.81,0.031,N
4825,2004-03-01,690378.41,0.037,N
29868,1999-01-01,612600,0,Y
29868,2000-03-01,637716.6,0.041,N
29868,2001-03-01,658761.25,0.033,N
29868,2002-03-01,679182.85,0.031,N
29868,2003-03-01,708387.71,0.043,N
29868,2004-03-01,719721.91,0.016,N
29868,2005-03-01,748510.79,0.04,N
29868,2006-03-01,770966.11,0.03,N
29868,2007-03-01,809514.42,0.05,N
29868,2008-03-01,854847.23,0.056,N
29868,2009-03-01,871089.32,0.019,N
29868,2010-03-01,887640.02,0.019,N
29868,2011-03-01,903617.54,0.018,N
29868,2012-03-01,928015.21,0.027,N
29868,2013-03-01,973487.96,0.049,N
29868,2014-03-01,1007560.04,0.035,N
17182,1999-01-01,634200,0,Y
17182,2000-03-01,671617.8,0.059,N
17182,2001-03-01,685050.16,0.02,N
17182,2002-03-01,711082.06,0.038,N
17182,2003-03-01,735969.93,0.035,N
17182,2004-03-01,760992.91,0.034,N
41691,1999-01-01,640800,0,Y
41691,2000-03-01,675403.2,0.054,N
41691,2001-03-01,694989.89,0.029,N
41691,2002-03-01,709584.68,0.021,N
41691,2003-03-01,744354.33,0.049,N
41691,2004-03-01,762218.83,0.024,N
41691,2005-03-01,780512.09,0.024,N
41691,2006-03-01,812513.08,0.041,N
41691,2007-03-01,853138.74,0.05,N
41691,2008-03-01,900061.37,0.055,N
41691,2009-03-01,927063.21,0.03,N
41691,2010-03-01,979905.81,0.057,N
17617,1999-01-01,579000,0,Y
17617,2000-03-01,607371,0.049,N
17617,2001-03-01,623162.65,0.026,N
17617,2002-03-01,635625.9,0.02,N
17617,2003-03-01,661050.93,0.04,N
17617,2004-03-01,697408.74,0.055,N
17617,2005-03-01,724607.68,0.039,N
17617,2006-03-01,760113.45,0.049,N
37883,1999-01-01,586200,0,Y
37883,2000-03-01,621372,0.06,N
37883,2001-03-01,643120.02,0.035,N
37883,2002-03-01,673989.78,0.048,N
37883,2003-03-01,705667.3,0.047,N
37883,2004-03-01,730365.66,0.035,N
37883,2005-03-01,766153.57,0.049,N
37883,2006-03-01,802928.94,0.048,N
37883,2007-03-01,835849.03,0.041,N
37883,2008-03-01,868447.14,0.039,N
37883,2009-03-01,890158.32,0.025,N
37883,2010-03-01,925764.66,0.04,N
37883,2011-03-01,961869.48,0.039,N
37883,2012-03-01,989763.69,0.029,N
37883,2013-03-01,1019456.6,0.03,N
37883,2014-03-01,1032709.54,0.013,N
9506,1999-01-01,651600,0,Y
9506,2000-03-01,681573.6,0.046,N
9506,2001-03-01,696568.22,0.022,N
9506,2002-03-01,696568.22,0,N
9506,2003-03-01,720251.54,0.034,N
9506,2004-03-01,733216.07,0.018,N
9506,2005-03-01,733216.07,0,N
41788,1999-01-01,603000,0,Y
41788,2000-03-01,628929,0.043,N
41788,2001-03-01,644652.23,0.025,N
41788,2002-03-01,670438.31,0.04,N
2927,1999-01-01,560400,0,Y
2927,2000-03-01,591782.4,0.056,N
2927,2001-03-01,614861.91,0.039,N
2927,2002-03-01,629618.6,0.024,N
23835,1999-01-01,645000,0,Y
23835,2000-03-01,675315,0.047,N
23835,2001-03-01,695574.45,0.03,N
23835,2002-03-01,715746.11,0.029,N
23835,2003-03-01,750101.92,0.048,N
23835,2004-03-01,765854.06,0.021,N
23835,2005-03-01,796488.23,0.04,N
23835,2006-03-01,849056.45,0.066,N
23835,2007-03-01,884716.82,0.042,N
23835,2008-03-01,946647,0.07,N
23835,2009-03-01,974099.76,0.029,N
23835,2010-03-01,987737.16,0.014,N
28900,1999-01-01,604200,0,Y
28900,2000-03-01,604200,0,N
28900,2001-03-01,619909.2,0.026,N
25238,1999-01-01,565200,0,Y
25238,2000-03-01,603633.6,0.068,N
25238,2001-03-01,617517.17,0.023,N
25238,2002-03-01,650245.58,0.053,N
25238,2003-03-01,686659.34,0.056,N
25238,2004-03-01,710692.41,0.035,N
17058,1999-01-01,582000,0,Y
17058,2000-03-01,620412,0.066,N
39655,1999-01-01,624000,0,Y
39655,2000-03-01,652080,0.045,N
39655,2001-03-01,677511.12,0.039,N
26928,1999-01-01,203600,0,Y
26928,2000-03-01,215205.2,0.057,N
26928,2001-03-01,219509.3,0.02,N
26928,2002-03-01,223240.96,0.017,N
26928,2003-03-01,229938.19,0.03,N
26928,2004-03-01,235226.77,0.023,N
26928,2005-03-01,241813.12,0.028,N
26928,2006-03-01,249309.33,0.031,N
13600,1999-01-01,210200,0,Y
13600,2000-03-01,221340.6,0.053,N
13600,2001-03-01,229972.88,0.039,N
13600,2002-03-01,235952.18,0.026,N
13600,2003-03-01,241850.98,0.025,N
13600,2004-03-01,241850.98,0,N
13600,2005-03-01,248139.11,0.026,N
25864,1999-01-01,217000,0,Y
25864,2000-03-01,227416,0.048,N
25864,2001-03-01,236285.22,0.039,N
25864,2002-03-01,243846.35,0.032,N
25864,2003-03-01,251405.59,0.031,N
25864,2004-03-01,256936.51,0.022,N
25864,2005-03-01,266186.23,0.036,N
25864,2006-03-01,285884.01,0.074,N
25864,2007-03-01,296175.83,0.036,N
25864,2008-03-01,310984.62,0.05,N
25864,2009-03-01,318448.25,0.024,N
25864,2010-03-01,331823.08,0.042,N
25864,2011-03-01,335141.31,0.01,N
25864,2012-03-01,338827.86,0.011,N
25864,2013-03-01,348653.87,0.029,N
43759,1999-01-01,198000,0,Y
43759,2000-03-01,209880,0.06,N
43759,2001-03-01,215966.52,0.029,N
43759,2002-03-01,223093.42,0.033,N
39108,1999-01-01,211000,0,Y
39108,2000-03-01,220917,0.047,N
39108,2001-03-01,225556.26,0.021,N
39108,2002-03-01,230292.94,0.021,N
39108,2003-03-01,235359.38,0.022,N
39108,2004-03-01,240537.29,0.022,N
39108,2005-03-01,247272.33,0.028,N
39108,2006-03-01,257905.04,0.043,N
39108,2007-03-01,270026.58,0.047,N
39108,2008-03-01,290008.55,0.074,N
39108,2009-03-01,300158.85,0.035,N
39108,2010-03-01,316367.42,0.054,N
39108,2011-03-01,323011.14,0.021,N
39108,2012-03-01,335608.58,0.039,N
39108,2013-03-01,347019.27,0.034,N
39108,2014-03-01,355347.73,0.024,N
39108,2015-03-01,361033.29,0.016,N
39108,2016-03-01,366809.83,0.016,N
39108,2017-03-01,382582.65,0.043,N
39108,2018-03-01,394825.29,0.032,N
403,1999-01-01,205600,0,Y
403,2000-03-01,220814.4,0.074,N
403,2001-03-01,228322.09,0.034,N
403,2002-03-01,234258.46,0.026,N
403,2003-03-01,245737.13,0.049,N
403,2004-03-01,257041.04,0.046,N
403,2005-03-01,269893.09,0.05,N
403,2006-03-01,283117.85,0.049,N
403,2007-03-01,292460.74,0.033,N
403,2008-03-01,301527.02,0.031,N
403,2009-03-01,308462.14,0.023,N
16471,1999-01-01,190600,0,Y
16471,2000-03-01,198414.6,0.041,N
16471,2001-03-01,205359.11,0.035,N
16471,2002-03-01,216243.14,0.053,N
16471,2003-03-01,219703.03,0.016,N
16471,2004-03-01,227172.94,0.034,N
16471,2005-03-01,239440.28,0.054,N
16471,2006-03-01,247341.81,0.033,N
16471,2007-03-01,255009.4,0.031,N
7034,1999-01-01,207200,0,Y
7034,2000-03-01,218388.8,0.054,N
7034,2001-03-01,225814.02,0.034,N
7034,2002-03-01,229878.67,0.018,N
7034,2003-03-01,237694.55,0.034,N
7034,2004-03-01,242923.83,0.022,N
7034,2005-03-01,252397.86,0.039,N
7034,2006-03-01,268551.32,0.064,N
7034,2007-03-01,286007.15,0.065,N
7034,2008-03-01,299735.5,0.048,N
7034,2009-03-01,308727.56,0.03,N
7034,2010-03-01,317063.21,0.027,N
7034,2011-03-01,324989.79,0.025,N
7034,2012-03-01,330839.6,0.018,N
7034,2013-03-01,340103.11,0.028,N
7034,2014-03-01,349285.9,0.027,N
7034,2015-03-01,361161.62,0.034,N
7034,2016-03-01,374524.6,0.037,N
7034,2017-03-01,385760.33,0.03,N
7034,2018-03-01,398104.66,0.032,N
8225,1999-01-01,218200,0,Y
8225,2000-03-01,231292,0.06,N
8225,2001-03-01,239618.51,0.036,N
8225,2002-03-01,248244.78,0.036,N
8225,2003-03-01,256685.1,0.034,N
8225,2004-03-01,260535.38,0.015,N
8225,2005-03-01,267309.3,0.026,N
34405,1999-01-01,180800,0,Y
34405,2000-03-01,188393.6,0.042,N
34405,2001-03-01,196117.74,0.041,N
34405,2002-03-01,196117.74,0,N
38012,1999-01-01,205000,0,Y
38012,2000-03-01,215660,0.052,N
38012,2001-03-01,222345.46,0.031,N
7355,1999-01-01,189000,0,Y
7355,2000-03-01,197694,0.046,N
7355,2001-03-01,201647.88,0.02,N
7355,2002-03-01,210520.39,0.044,N
7355,2003-03-01,219151.72,0.041,N
7355,2004-03-01,232081.67,0.059,N
7355,2005-03-01,239508.29,0.032,N
7355,2006-03-01,250046.65,0.044,N
7355,2007-03-01,257798.1,0.031,N
7355,2008-03-01,270430.21,0.049,N
7355,2009-03-01,277190.96,0.025,N
7355,2010-03-01,283843.54,0.024,N
19894,1999-01-01,185000,0,Y
19894,2000-03-01,193510,0.046,N
19894,2001-03-01,197960.73,0.023,N
8395,1999-01-01,200800,0,Y
8395,2000-03-01,212044.8,0.056,N
8395,2001-03-01,219042.28,0.033,N
8395,2002-03-01,226489.72,0.034,N
8395,2003-03-01,236681.75,0.045,N
8395,2004-03-01,241178.71,0.019,N
8395,2005-03-01,255890.61,0.061,N
8395,2006-03-01,264079.11,0.032,N
8395,2007-03-01,280187.93,0.061,N
8395,2008-03-01,299520.9,0.069,N
8395,2009-03-01,312699.82,0.044,N
8395,2010-03-01,312699.82,0,N
8395,2011-03-01,318328.42,0.018,N
8395,2012-03-01,325968.3,0.024,N
8395,2013-03-01,344874.46,0.058,N
8395,2014-03-01,354875.82,0.029,N
8395,2015-03-01,360553.83,0.016,N
8395,2016-03-01,374975.99,0.04,N
8395,2017-03-01,392224.88,0.046,N
19572,1999-01-01,205000,0,Y
19572,2000-03-01,216890,0.058,N
19572,2001-03-01,222529.14,0.026,N
19572,2002-03-01,233655.6,0.05,N
19572,2003-03-01,244871.07,0.048,N
19572,2004-03-01,248544.13,0.015,N
19572,2005-03-01,254012.1,0.022,N
19572,2006-03-01,262394.5,0.033,N
19572,2007-03-01,262394.5,0,N
19572,2008-03-01,270266.34,0.03,N
19572,2009-03-01,273779.8,0.013,N
20165,1999-01-01,218600,0,Y
20165,2000-03-01,228874.2,0.047,N
20165,2001-03-01,234367.18,0.024,N
20165,2002-03-01,247960.48,0.058,N
20165,2003-03-01,257135.01,0.037,N
20165,2004-03-01,265106.2,0.031,N
20165,2005-03-01,273059.39,0.03,N
20165,2006-03-01,283981.76,0.04,N
20165,2007-03-01,296192.98,0.043,N
20165,2008-03-01,310114.05,0.047,N
20165,2009-03-01,326860.21,0.054,N
20165,2010-03-01,341895.78,0.046,N
20165,2011-03-01,349759.38,0.023,N
20165,2012-03-01,364099.51,0.041,N
28090,1999-01-01,216000,0,Y
28090,2000-03-01,233280,0.08,N
28090,2001-03-01,238878.72,0.024,N
28090,2002-03-01,244611.81,0.024,N
28090,2003-03-01,258310.07,0.056,N
18764,1999-01-01,205200,0,Y
18764,2000-03-01,214639.2,0.046,N
18764,2001-03-01,224083.32,0.044,N
18764,2002-03-01,230805.82,0.03,N
18764,2003-03-01,242807.73,0.052,N
18764,2004-03-01,250577.57,0.032,N
18764,2005-03-01,260600.68,0.04,N
18764,2006-03-01,273109.51,0.048,N
18764,2007-03-01,283760.78,0.039,N
13682,1999-01-01,203000,0,Y
13682,2000-03-01,211120,0.04,N
13682,2001-03-01,216398,0.025,N
13682,2002-03-01,220076.77,0.017,N
13682,2003-03-01,226679.07,0.03,N
13682,2004-03-01,226679.07,0,N
13682,2005-03-01,232799.4,0.027,N
13682,2006-03-01,241412.98,0.037,N
13682,2007-03-01,249621.02,0.034,N
13682,2008-03-01,268841.84,0.077,N
13682,2009-03-01,272336.79,0.013,N
13682,2010-03-01,272336.79,0,N
13682,2011-03-01,275877.16,0.013,N
10135,1999-01-01,187800,0,Y
10135,2000-03-01,200007,0.065,N
10135,2001-03-01,205407.19,0.027,N
10135,2002-03-01,209720.74,0.021,N
10135,2003-03-01,217060.97,0.035,N
10135,2004-03-01,229867.56,0.059,N
10135,2005-03-01,236303.85,0.028,N
10135,2006-03-01,245519.7,0.039,N
10135,2007-03-01,253376.34,0.032,N
10135,2008-03-01,265538.4,0.048,N
10135,2009-03-01,268459.32,0.011,N
10135,2010-03-01,273023.13,0.017,N
10135,2011-03-01,279302.66,0.023,N
10135,2012-03-01,283771.51,0.016,N
10135,2013-03-01,290014.48,0.022,N
10135,2014-03-01,297264.84,0.025,N
10135,2015-03-01,304101.93,0.023,N
10135,2016-03-01,310183.97,0.02,N
10135,2017-03-01,318869.12,0.028,N
10135,2018-03-01,327478.59,0.027,N
34019,1999-01-01,197200,0,Y
34019,2000-03-01,208243.2,0.056,N
34019,2001-03-01,218238.87,0.048,N
34019,2002-03-01,221730.7,0.016,N
34019,2003-03-01,227939.16,0.028,N
34019,2004-03-01,234321.45,0.028,N
34019,2005-03-01,239242.2,0.021,N
34019,2006-03-01,249051.13,0.041,N
34019,2007-03-01,261254.64,0.049,N
34019,2008-03-01,273794.86,0.048,N
34019,2009-03-01,289948.76,0.059,N
34655,1999-01-01,181800,0,Y
34655,2000-03-01,189072,0.04,N
34655,2001-03-01,192853.44,0.02,N
28179,1999-01-01,213200,0,Y
28179,2000-03-01,223646.8,0.049,N
28179,2001-03-01,232145.38,0.038,N
28179,2002-03-01,238877.59,0.029,N
28179,2003-03-01,245566.17,0.028,N
28179,2004-03-01,258090.04,0.051,N
42764,1999-01-01,192200,0,Y
42764,2000-03-01,199888,0.04,N
42764,2001-03-01,199888,0,N
42764,2002-03-01,205884.64,0.03,N
30022,1999-01-01,186400,0,Y
30022,2000-03-01,194042.4,0.041,N
30022,2001-03-01,198505.38,0.023,N
30022,2002-03-01,201879.97,0.017,N
30022,2003-03-01,208340.13,0.032,N
30022,2004-03-01,217507.09,0.044,N
30022,2005-03-01,223597.29,0.028,N
30022,2006-03-01,230976,0.033,N
2145,1999-01-01,187600,0,Y
2145,2000-03-01,202795.6,0.081,N
2145,2001-03-01,209285.06,0.032,N
2145,2002-03-01,215563.61,0.03,N
2145,2003-03-01,222461.65,0.032,N
2145,2004-03-01,229357.96,0.031,N
2145,2005-03-01,237614.84,0.036,N
2145,2006-03-01,246406.59,0.037,N
2145,2007-03-01,257741.3,0.046,N
2145,2008-03-01,267019.98,0.036,N
2145,2009-03-01,270224.22,0.012,N
2145,2010-03-01,273737.14,0.013,N
2145,2011-03-01,278938.14,0.019,N
2145,2012-03-01,284516.91,0.02,N
2145,2013-03-01,296751.13,0.043,N
2145,2014-03-01,309511.43,0.043,N
2145,2015-03-01,316630.2,0.023,N
2145,2016-03-01,322329.54,0.018,N
2145,2017-03-01,325875.16,0.011,N
2145,2018-03-01,337932.54,0.037,N
27834,1999-01-01,202800,0,Y
27834,2000-03-01,214359.6,0.057,N
27834,2001-03-01,221004.75,0.031,N
27834,2002-03-01,226308.86,0.024,N
27834,2003-03-01,233777.05,0.033,N
27834,2004-03-01,241959.25,0.035,N
27834,2005-03-01,251153.7,0.038,N
27834,2006-03-01,260948.7,0.039,N
11122,1999-01-01,213600,0,Y
11122,2000-03-01,223639.2,0.047,N
11122,2001-03-01,235939.36,0.055,N
11122,2002-03-01,246792.57,0.046,N
11122,2003-03-01,252715.59,0.024,N
11122,2004-03-01,258528.05,0.023,N
11122,2005-03-01,264991.25,0.025,N
11122,2006-03-01,278240.81,0.05,N
11122,2007-03-01,289370.44,0.04,N
31547,1999-01-01,196400,0,Y
31547,2000-03-01,207005.6,0.054,N
31547,2001-03-01,212180.74,0.025,N
31547,2002-03-01,222365.42,0.048,N
31547,2003-03-01,222365.42,0,N
31547,2004-03-01,229703.47,0.033,N
31547,2005-03-01,241418.35,0.051,N
44997,1999-01-01,190600,0,Y
44997,2000-03-01,198986.4,0.044,N
44997,2001-03-01,206945.86,0.04,N
44997,2002-03-01,212326.45,0.026,N
44997,2003-03-01,219757.87,0.035,N
44997,2004-03-01,228987.7,0.042,N
44997,2005-03-01,235170.37,0.027,N
44997,2006-03-01,245517.87,0.044,N
44997,2007-03-01,259266.87,0.056,N
44997,2008-03-01,270933.88,0.045,N
25950,1999-01-01,197400,0,Y
25950,2000-03-01,213389.4,0.081,N
25950,2001-03-01,221498.2,0.038,N
25950,2002-03-01,226814.15,0.024,N
25950,2003-03-01,237701.23,0.048,N
42333,1999-01-01,181000,0,Y
42333,2000-03-01,193851,0.071,N
42333,2001-03-01,198309.57,0.023,N
42333,2002-03-01,205250.41,0.035,N
42333,2003-03-01,209765.92,0.022,N
10912,1999-01-01,186000,0,Y
10912,2000-03-01,196230,0.055,N
5189,1999-01-01,191200,0,Y
5189,2000-03-01,199612.8,0.044,N
5189,2001-03-01,204603.12,0.025,N
5189,2002-03-01,209104.39,0.022,N
5189,2003-03-01,213077.37,0.019,N
5189,2004-03-01,217765.07,0.022,N
5189,2005-03-01,225386.85,0.035,N
5189,2006-03-01,239811.61,0.064,N
5189,2007-03-01,247005.96,0.03,N
5189,2008-03-01,266519.43,0.079,N
