employee_num,desk_id,desk_id_start_date,desk_id_end_date,termination_flag,promotion_flag
17863,102,1999-01-01,2002-02-04,1,0
33004,103,1999-01-01,2001-11-27,0,0
1798,104,1999-01-01,2002-12-07,0,0
1633,105,1999-01-01,2000-05-23,0,0
12382,106,1999-01-01,2003-02-02,0,0
19273,107,1999-01-01,2002-11-03,0,0
16921,108,1999-01-01,2000-10-17,0,0
22268,109,1999-01-01,2000-07-21,1,0
20452,110,1999-01-01,2003-05-08,0,0
36480,111,1999-01-01,2000-09-03,0,0
6479,112,1999-01-01,2002-05-07,0,0
14963,113,1999-01-01,2001-09-05,0,0
39737,114,1999-01-01,2002-12-15,0,0
2944,115,1999-01-01,2001-05-20,1,0
44804,116,1999-01-01,2000-01-18,0,0
2852,117,1999-01-01,2000-01-18,0,0
38677,118,1999-01-01,2001-11-21,0,0
152,119,1999-01-01,2001-01-11,1,0
1651,120,1999-01-01,2005-08-04,0,0
30621,121,1999-01-01,2001-07-16,0,0
28623,122,1999-01-01,1999-12-11,0,0
38890,123,1999-01-01,2000-11-06,0,0
20602,124,1999-01-01,2001-10-05,0,0
41,125,1999-01-01,2001-06-03,0,0
33988,126,1999-01-01,2000-05-03,0,0
37042,127,1999-01-01,2001-04-01,0,0
43618,128,1999-01-01,2004-09-29,1,0
39336,129,1999-01-01,2002-09-23,1,0
14405,130,1999-01-01,2000-01-26,0,0
30245,131,1999-01-01,1999-11-12,0,0
27816,132,1999-01-01,2001-02-03,0,0
40503,133,1999-01-01,2000-08-27,0,0
57,134,1999-01-01,2001-07-19,1,0
8057,135,1999-01-01,2000-06-21,0,0
17438,136,1999-01-01,2005-02-20,0,0
41222,137,1999-01-01,2001-07-07,0,0
27300,138,1999-01-01,2001-04-27,1,0
29458,139,1999-01-01,1999-08-25,0,0
9269,140,1999-01-01,2000-01-06,0,0
18623,141,1999-01-01,2000-07-24,0,0
35491,142,1999-01-01,2001-10-19,0,0
4526,143,1999-01-01,2002-02-21,0,0
695,144,1999-01-01,2000-08-14,0,0
14639,145,1999-01-01,2001-07-02,1,0
7826,146,1999-01-01,2002-01-20,1,0
13481,147,1999-01-01,2004-02-17,1,0
37628,148,1999-01-01,2005-01-31,0,0
28812,149,1999-01-01,2003-09-28,0,0
20784,150,1999-01-01,2003-08-27,1,0
14368,151,1999-01-01,2003-11-15,0,0
26822,152,1999-01-01,2002-01-19,0,0
38077,153,1999-01-01,2003-08-16,1,0
36453,154,1999-01-01,2003-10-25,1,0
35917,155,1999-01-01,2000-03-01,0,0
13638,156,1999-01-01,1999-05-23,0,0
14121,157,1999-01-01,2000-01-07,0,0
30900,158,1999-01-01,2002-07-21,0,0
843,159,1999-01-01,2002-05-31,0,0
21078,160,1999-01-01,2001-04-02,0,0
24500,161,1999-01-01,2003-04-12,0,0
3342,162,1999-01-01,2001-10-07,1,0
44714,163,1999-01-01,2003-02-01,0,0
30042,164,1999-01-01,1999-10-24,0,0
4385,165,1999-01-01,2005-12-22,0,0
43413,166,1999-01-01,2000-09-03,1,0
8984,167,1999-01-01,2000-06-23,0,0
10597,168,1999-01-01,2001-07-24,1,0
14305,169,1999-01-01,2001-03-06,0,0
38683,170,1999-01-01,2001-07-12,1,0
22948,171,1999-01-01,2002-08-22,0,0
30297,172,1999-01-01,1999-07-02,0,0
1919,173,1999-01-01,2000-08-09,0,0
15493,174,1999-01-01,2003-03-21,0,0
8664,175,1999-01-01,2002-09-06,0,0
34109,176,1999-01-01,2003-11-20,1,0
14515,177,1999-01-01,2001-01-12,0,0
31238,178,1999-01-01,2000-03-13,0,0
21066,179,1999-01-01,2001-07-20,0,0
30937,180,1999-01-01,2001-07-15,0,0
231,181,1999-01-01,2003-01-10,1,0
15638,182,1999-01-01,2002-06-12,0,0
44822,183,1999-01-01,2001-02-20,0,0
13036,184,1999-01-01,2001-03-05,0,0
32129,185,1999-01-01,2001-02-01,1,0
24795,186,1999-01-01,2000-09-03,0,0
44626,187,1999-01-01,2000-07-28,1,0
20681,188,1999-01-01,2002-09-26,0,0
35320,189,1999-01-01,2001-01-20,0,0
24647,190,1999-01-01,2000-08-20,1,0
31791,191,1999-01-01,2001-08-12,0,0
36110,192,1999-01-01,2001-09-14,0,0
42722,193,1999-01-01,2003-08-21,0,0
27389,194,1999-01-01,2002-04-24,0,0
40327,195,1999-01-01,2004-04-07,0,0
42265,196,1999-01-01,2002-07-16,0,0
12912,197,1999-01-01,1999-10-28,0,0
34811,198,1999-01-01,2000-05-21,1,0
16047,199,1999-01-01,2000-05-06,0,0
40781,200,1999-01-01,2004-09-14,1,0
21651,201,1999-01-01,2001-09-27,1,0
35642,202,1999-01-01,2000-12-03,0,0
25463,203,1999-01-01,2001-05-19,0,0
31869,204,1999-01-01,2001-04-28,0,0
13388,205,1999-01-01,2002-08-15,1,0
30549,206,1999-01-01,2001-09-17,1,0
27466,207,1999-01-01,2000-08-05,0,0
42271,208,1999-01-01,2003-04-15,0,0
33495,209,1999-01-01,2000-02-08,0,0
21501,210,1999-01-01,1999-10-05,0,0
15476,211,1999-01-01,2003-01-10,1,0
30079,212,1999-01-01,2001-02-14,0,0
39636,213,1999-01-01,2000-12-09,1,0
33923,214,1999-01-01,2001-05-07,0,0
1359,215,1999-01-01,2000-03-23,1,0
43678,216,1999-01-01,2004-04-13,0,0
29408,217,1999-01-01,1999-08-30,0,0
25255,218,1999-01-01,2001-11-07,0,0
31975,219,1999-01-01,2002-03-18,0,0
36723,220,1999-01-01,2001-12-07,0,0
27648,221,1999-01-01,2001-07-06,0,0
6191,222,1999-01-01,2000-07-07,0,0
18858,223,1999-01-01,2004-06-19,1,0
44449,224,1999-01-01,2002-03-17,1,0
4383,225,1999-01-01,2001-03-21,0,0
25847,226,1999-01-01,2001-08-04,0,0
32381,227,1999-01-01,1999-07-25,0,0
39400,228,1999-01-01,2003-08-04,1,0
17660,229,1999-01-01,2000-10-18,0,0
5070,230,1999-01-01,2001-06-23,0,0
9497,231,1999-01-01,2000-11-28,0,0
37199,232,1999-01-01,1999-07-11,0,0
10084,233,1999-01-01,2002-06-26,1,0
42409,234,1999-01-01,2000-10-28,1,0
3509,235,1999-01-01,2001-07-05,0,0
16624,236,1999-01-01,2005-02-21,0,0
12393,237,1999-01-01,2002-02-06,0,0
26777,238,1999-01-01,2001-10-02,0,0
10469,239,1999-01-01,2001-11-28,1,0
44275,240,1999-01-01,2000-01-19,0,0
20747,241,1999-01-01,1999-10-08,0,0
25248,242,1999-01-01,2002-08-20,1,0
23479,243,1999-01-01,2000-08-09,0,0
38836,244,1999-01-01,2000-09-06,0,0
6149,245,1999-01-01,2000-02-13,0,0
37051,246,1999-01-01,2004-09-17,1,0
2496,247,1999-01-01,2001-08-12,0,0
22559,248,1999-01-01,2002-11-26,0,0
20152,249,1999-01-01,2002-06-21,0,0
39528,250,1999-01-01,2001-01-12,0,0
20178,251,1999-01-01,2000-06-14,0,0
14961,252,1999-01-01,2002-11-10,0,0
5107,253,1999-01-01,2003-08-06,0,0
19926,254,1999-01-01,2002-06-04,0,0
41519,255,1999-01-01,2002-12-23,0,0
16618,256,1999-01-01,2000-04-06,1,0
34836,257,1999-01-01,2004-01-03,0,0
2013,258,1999-01-01,2000-04-30,0,0
40761,259,1999-01-01,2001-08-24,1,0
19688,260,1999-01-01,2000-06-06,0,0
6704,261,1999-01-01,2000-01-25,1,0
16216,262,1999-01-01,2002-07-29,1,0
20570,263,1999-01-01,2001-04-25,0,0
16347,264,1999-01-01,2001-02-26,0,0
41676,265,1999-01-01,2002-02-14,0,0
30288,266,1999-01-01,2008-10-20,0,0
2481,267,1999-01-01,2002-12-11,0,0
12364,268,1999-01-01,2000-05-03,0,0
17219,269,1999-01-01,2000-09-18,1,0
19112,270,1999-01-01,2001-11-16,0,0
40053,271,1999-01-01,2001-07-11,0,0
22823,272,1999-01-01,2001-07-09,0,0
29870,273,1999-01-01,2001-06-27,1,0
5600,274,1999-01-01,2000-09-29,0,0
35843,275,1999-01-01,2001-12-16,1,0
22028,276,1999-01-01,2000-08-08,1,0
34382,277,1999-01-01,2004-03-11,0,0
41925,278,1999-01-01,2000-07-10,0,0
16959,279,1999-01-01,2002-04-04,0,0
20562,280,1999-01-01,2000-12-10,1,0
29523,281,1999-01-01,2001-05-04,0,0
7507,282,1999-01-01,2001-09-01,0,0
33926,283,1999-01-01,2002-06-22,0,0
39391,284,1999-01-01,2002-07-14,1,0
33530,285,1999-01-01,2006-09-16,0,0
8968,286,1999-01-01,2001-02-08,1,0
41833,287,1999-01-01,2002-06-06,0,0
25170,288,1999-01-01,2003-03-23,0,0
22497,289,1999-01-01,2001-01-04,0,0
39249,290,1999-01-01,2004-02-08,0,0
2597,291,1999-01-01,2002-12-06,0,0
36734,292,1999-01-01,2003-04-06,0,0
37147,293,1999-01-01,2000-01-18,0,0
16051,294,1999-01-01,2000-03-22,0,0
36080,295,1999-01-01,2002-08-10,0,0
11596,296,1999-01-01,2001-01-02,1,0
18752,297,1999-01-01,2003-05-31,0,0
20483,298,1999-01-01,2000-02-04,0,0
15609,299,1999-01-01,1999-10-05,0,0
5844,300,1999-01-01,2000-02-07,0,0
27473,301,1999-01-01,1999-12-14,0,0
20923,302,1999-01-01,2003-11-04,0,0
16933,303,1999-01-01,2000-06-12,1,0
15355,304,1999-01-01,2001-10-20,0,0
26395,305,1999-01-01,2001-08-24,0,0
37775,306,1999-01-01,2000-05-28,0,0
7602,307,1999-01-01,2000-06-05,1,0
3225,308,1999-01-01,2000-09-13,0,0
1044,309,1999-01-01,2001-05-20,0,0
7198,310,1999-01-01,2002-04-02,0,0
11900,311,1999-01-01,2003-06-16,0,0
43278,312,1999-01-01,1999-11-16,0,0
35585,313,1999-01-01,2002-01-22,1,0
19596,314,1999-01-01,2001-01-02,0,0
5690,315,1999-01-01,2002-10-18,0,0
38227,316,1999-01-01,2002-07-10,0,0
24313,317,1999-01-01,2001-11-24,0,0
11677,318,1999-01-01,2001-01-11,0,0
16917,319,1999-01-01,2002-04-24,0,0
42961,320,1999-01-01,2001-05-25,0,0
2052,321,1999-01-01,2000-10-04,0,0
18288,322,1999-01-01,2004-02-01,1,0
35719,323,1999-01-01,2001-09-03,0,0
34559,324,1999-01-01,2000-08-31,0,0
20052,325,1999-01-01,2002-04-13,0,0
35960,326,1999-01-01,2001-04-28,0,0
25976,327,1999-01-01,2003-02-05,0,0
33857,328,1999-01-01,2002-07-07,0,0
25199,329,1999-01-01,2001-12-25,1,0
31927,330,1999-01-01,2003-11-20,0,0
41131,331,1999-01-01,2002-11-09,1,0
22611,332,1999-01-01,2001-10-24,0,0
33094,333,1999-01-01,2000-12-11,0,0
27965,334,1999-01-01,1999-08-12,1,0
17739,335,1999-01-01,2005-03-02,0,0
471,336,1999-01-01,2000-06-13,0,0
39234,337,1999-01-01,2000-11-18,0,0
31986,338,1999-01-01,2001-04-25,0,0
27298,339,1999-01-01,2001-02-14,0,0
5397,340,1999-01-01,2000-08-28,1,0
23489,341,1999-01-01,2000-12-28,0,0
10294,342,1999-01-01,2003-09-29,0,0
22143,343,1999-01-01,2000-07-02,0,0
22798,344,1999-01-01,2001-07-05,1,0
37561,345,1999-01-01,2000-06-23,0,0
5351,346,1999-01-01,2000-09-26,1,0
26026,347,1999-01-01,2000-12-23,1,0
17376,348,1999-01-01,2000-02-15,1,0
32990,349,1999-01-01,1999-12-10,0,0
38254,350,1999-01-01,2003-07-30,0,0
20906,351,1999-01-01,2002-08-13,0,0
7451,352,1999-01-01,2003-07-27,0,0
35723,353,1999-01-01,2000-12-11,0,0
32142,354,1999-01-01,2001-10-16,0,0
3841,355,1999-01-01,2001-05-10,0,0
37057,356,1999-01-01,2001-11-24,0,0
33240,357,1999-01-01,2001-08-02,0,0
20392,358,1999-01-01,2001-09-06,0,0
33814,359,1999-01-01,2004-01-15,0,0
24906,360,1999-01-01,2004-07-25,0,0
38424,361,1999-01-01,2000-12-22,0,0
41313,362,1999-01-01,2002-03-16,1,0
42300,363,1999-01-01,2000-07-18,0,0
4079,364,1999-01-01,2001-02-09,0,0
23634,365,1999-01-01,2000-10-15,0,0
4778,366,1999-01-01,2003-02-05,0,0
28785,367,1999-01-01,2003-09-28,0,0
38869,368,1999-01-01,2001-04-15,0,0
40116,369,1999-01-01,2002-09-15,0,0
14277,370,1999-01-01,2000-01-01,0,0
7414,371,1999-01-01,2000-12-31,0,0
9922,372,1999-01-01,2000-05-06,0,0
18707,373,1999-01-01,2001-12-19,0,0
2214,374,1999-01-01,2000-12-17,0,0
3491,375,1999-01-01,2001-12-02,1,0
29079,376,1999-01-01,2000-07-02,0,0
727,377,1999-01-01,2000-03-18,0,0
3273,378,1999-01-01,2000-07-26,0,0
9993,379,1999-01-01,2001-06-19,0,0
6172,380,1999-01-01,2000-09-08,1,0
1832,381,1999-01-01,2000-09-15,0,0
17110,382,1999-01-01,2001-01-16,0,0
37732,383,1999-01-01,2001-04-27,0,0
7587,384,1999-01-01,2004-01-01,0,0
26998,385,1999-01-01,2000-12-11,0,0
6302,386,1999-01-01,2000-06-11,0,0
6871,387,1999-01-01,2001-10-08,0,0
38360,388,1999-01-01,2002-11-16,0,0
26310,389,1999-01-01,2001-11-10,0,0
36874,390,1999-01-01,2002-05-17,0,0
818,391,1999-01-01,2003-12-28,0,0
1388,392,1999-01-01,2002-02-25,0,0
28883,393,1999-01-01,2001-09-14,0,0
11371,394,1999-01-01,2003-05-08,0,0
27420,395,1999-01-01,2003-08-10,0,0
32053,396,1999-01-01,2001-03-13,0,0
36916,397,1999-01-01,2001-01-14,0,0
36079,398,1999-01-01,2000-09-17,0,0
2290,399,1999-01-01,2000-05-13,0,0
34276,400,1999-01-01,2002-05-30,0,0
15542,401,1999-01-01,1999-08-24,0,0
35116,402,1999-01-01,2001-01-28,0,0
23264,403,1999-01-01,2001-06-09,0,0
35852,404,1999-01-01,2000-06-12,0,0
3689,405,1999-01-01,1999-09-13,0,0
18184,406,1999-01-01,2000-03-15,0,0
13108,407,1999-01-01,2001-07-04,1,0
2507,408,1999-01-01,2000-12-26,0,0
4655,409,1999-01-01,2001-01-28,0,0
39619,410,1999-01-01,2000-10-27,0,0
33187,411,1999-01-01,2003-01-19,0,0
9756,412,1999-01-01,2003-11-24,0,0
43086,413,1999-01-01,2004-08-06,0,0
36359,414,1999-01-01,2001-09-02,0,0
37145,415,1999-01-01,2002-04-26,0,0
30981,416,1999-01-01,2001-03-01,0,0
15800,417,1999-01-01,2002-04-13,0,0
11644,418,1999-01-01,2001-08-27,0,0
4351,419,1999-01-01,1999-12-10,1,0
28861,420,1999-01-01,2004-02-06,0,0
10813,421,1999-01-01,2003-02-18,0,0
13503,422,1999-01-01,2000-01-20,0,0
43282,423,1999-01-01,2002-02-21,0,0
26413,424,1999-01-01,2003-01-07,0,0
38364,425,1999-01-01,1999-11-11,0,0
40117,426,1999-01-01,2002-04-06,0,0
23963,427,1999-01-01,2001-04-22,0,0
44453,428,1999-01-01,2002-03-22,0,0
4110,429,1999-01-01,2001-08-26,0,0
3148,430,1999-01-01,2002-10-07,1,0
25442,431,1999-01-01,2005-04-10,0,0
23622,432,1999-01-01,2002-03-27,0,0
2558,433,1999-01-01,2002-07-18,0,0
13723,434,1999-01-01,2001-02-04,0,0
23224,435,1999-01-01,2000-04-30,0,0
31864,436,1999-01-01,2001-03-12,0,0
8092,437,1999-01-01,2000-12-08,1,0
31997,438,1999-01-01,2001-10-16,0,0
35938,439,1999-01-01,2002-12-31,0,0
36530,440,1999-01-01,2004-03-13,1,0
36178,441,1999-01-01,2002-08-26,0,0
27766,442,1999-01-01,2000-01-18,0,0
8265,443,1999-01-01,2001-12-30,0,0
35937,444,1999-01-01,2000-02-17,0,0
25595,445,1999-01-01,2002-04-30,0,0
29562,446,1999-01-01,2003-02-27,0,0
27649,447,1999-01-01,2001-10-18,0,0
13075,448,1999-01-01,2000-10-16,0,0
821,449,1999-01-01,2000-11-05,0,0
11820,450,1999-01-01,2001-01-17,0,0
20985,451,1999-01-01,2001-01-11,1,0
14709,452,1999-01-01,2000-04-22,0,0
35482,453,1999-01-01,2001-07-11,0,0
34516,454,1999-01-01,2000-07-16,1,0
35104,455,1999-01-01,2003-05-03,0,0
23918,456,1999-01-01,2000-08-04,0,0
20404,457,1999-01-01,2000-02-18,1,0
156,458,1999-01-01,2004-02-27,0,0
43467,459,1999-01-01,2002-02-08,0,0
23367,460,1999-01-01,2002-05-20,1,0
26487,461,1999-01-01,2000-06-23,0,0
30977,462,1999-01-01,1999-07-06,0,0
26916,463,1999-01-01,2001-11-01,0,0
73,464,1999-01-01,2002-11-21,0,0
4279,465,1999-01-01,2002-01-05,0,0
41740,466,1999-01-01,2003-03-30,0,0
21822,467,1999-01-01,2000-03-16,0,0
26761,468,1999-01-01,2001-06-25,0,0
39748,469,1999-01-01,2005-03-31,0,0
13584,470,1999-01-01,2003-10-20,0,0
5718,471,1999-01-01,1999-12-10,1,0
44586,472,1999-01-01,2001-08-30,0,0
2138,473,1999-01-01,2001-01-03,0,0
28524,474,1999-01-01,2000-08-27,0,0
33497,475,1999-01-01,2002-02-11,0,0
20935,476,1999-01-01,2002-11-01,0,0
9896,477,1999-01-01,2001-08-20,0,0
8758,478,1999-01-01,1999-10-04,0,0
27804,479,1999-01-01,2000-06-21,0,0
17130,480,1999-01-01,2001-06-10,0,0
12251,481,1999-01-01,2001-08-09,0,0
2897,482,1999-01-01,2005-01-16,0,0
28077,483,1999-01-01,2001-05-09,0,0
9878,484,1999-01-01,2001-05-17,1,0
11211,485,1999-01-01,2000-08-06,0,0
8695,486,1999-01-01,2000-06-15,0,0
26340,487,1999-01-01,2000-10-10,0,0
37690,488,1999-01-01,1999-09-24,0,0
8768,489,1999-01-01,2002-06-19,0,0
321,490,1999-01-01,2000-08-31,0,0
27962,491,1999-01-01,2000-09-05,1,0
26286,492,1999-01-01,1999-11-27,0,0
36123,493,1999-01-01,1999-11-14,0,0
34953,494,1999-01-01,2000-11-10,0,0
33255,495,1999-01-01,2000-11-19,0,0
8319,496,1999-01-01,2000-11-06,0,0
39551,497,1999-01-01,1999-11-14,0,0
44610,498,1999-01-01,2004-03-31,0,0
29933,499,1999-01-01,2000-06-10,0,0
9524,500,1999-01-01,2001-03-10,0,0
14086,501,1999-01-01,2001-12-23,0,0
28200,502,1999-01-01,1999-09-07,0,0
17854,503,1999-01-01,2001-05-19,0,0
9491,504,1999-01-01,2000-04-18,0,0
1446,505,1999-01-01,2002-08-05,1,0
23431,506,1999-01-01,2000-11-22,0,0
44646,507,1999-01-01,2001-05-10,1,0
16487,508,1999-01-01,2001-06-29,0,0
9692,509,1999-01-01,1999-05-08,0,0
19976,510,1999-01-01,2001-11-04,1,0
39291,511,1999-01-01,1999-11-06,0,0
31061,512,1999-01-01,2002-08-16,0,0
29812,513,1999-01-01,2001-05-26,0,0
8466,514,1999-01-01,1999-10-05,0,0
10040,515,1999-01-01,2001-11-20,0,0
37617,516,1999-01-01,2003-01-20,1,0
29108,517,1999-01-01,2003-04-29,0,0
684,518,1999-01-01,2003-03-28,0,0
9732,519,1999-01-01,2001-06-27,0,0
1656,520,1999-01-01,2001-01-19,0,0
29264,521,1999-01-01,2003-06-22,0,0
33188,522,1999-01-01,2001-08-02,0,0
16846,523,1999-01-01,2001-05-05,0,0
31572,524,1999-01-01,2000-06-02,1,0
27391,525,1999-01-01,1999-12-17,0,0
11073,526,1999-01-01,2000-02-11,0,0
34869,527,1999-01-01,2002-02-14,0,0
20510,528,1999-01-01,2000-04-30,0,0
39511,529,1999-01-01,2006-11-02,0,0
8580,530,1999-01-01,2001-03-21,0,0
18695,531,1999-01-01,2000-09-27,0,0
17963,532,1999-01-01,2000-08-25,0,0
27152,533,1999-01-01,2000-11-29,0,0
16668,534,1999-01-01,2000-11-23,0,0
6627,535,1999-01-01,2001-01-03,0,0
22875,536,1999-01-01,2001-12-19,0,0
3610,537,1999-01-01,2001-06-22,0,0
547,538,1999-01-01,2001-12-22,0,0
10194,539,1999-01-01,2003-08-29,0,0
35701,540,1999-01-01,2002-05-15,0,0
28779,541,1999-01-01,2001-12-16,0,0
28336,542,1999-01-01,2001-11-01,0,0
9985,543,1999-01-01,2001-10-25,1,0
6,544,1999-01-01,2000-02-11,0,0
39786,545,1999-01-01,2000-10-29,0,0
30057,546,1999-01-01,2000-07-23,0,0
17160,547,1999-01-01,1999-10-03,0,0
20690,548,1999-01-01,2008-11-25,0,0
31629,549,1999-01-01,2006-12-04,0,0
15140,550,1999-01-01,2003-11-02,0,0
30778,551,1999-01-01,2001-01-28,0,0
19476,552,1999-01-01,2000-12-02,0,0
38185,553,1999-01-01,2001-04-21,0,0
7089,554,1999-01-01,2006-05-24,1,0
28877,555,1999-01-01,2003-06-10,0,0
44876,556,1999-01-01,2003-01-12,0,0
36809,557,1999-01-01,2002-01-10,1,0
22181,558,1999-01-01,2001-03-24,0,0
29470,559,1999-01-01,2001-05-14,0,0
36706,560,1999-01-01,2002-02-02,0,0
41771,561,1999-01-01,2000-07-31,0,0
30402,562,1999-01-01,2000-01-20,0,0
3014,563,1999-01-01,2000-12-27,1,0
42719,564,1999-01-01,2002-02-25,1,0
29737,565,1999-01-01,2001-02-10,0,0
42298,566,1999-01-01,2000-02-11,1,0
8944,567,1999-01-01,2002-05-25,0,0
175,568,1999-01-01,2000-08-30,0,0
26125,569,1999-01-01,2001-09-20,0,0
15152,570,1999-01-01,1999-08-14,0,0
44867,571,1999-01-01,2001-10-11,0,0
6120,572,1999-01-01,2002-06-08,1,0
27510,573,1999-01-01,2000-07-23,0,0
11339,574,1999-01-01,2003-08-12,0,0
25506,575,1999-01-01,2001-07-20,1,0
6217,576,1999-01-01,2005-05-06,0,0
15027,577,1999-01-01,1999-09-20,0,0
19107,578,1999-01-01,2000-10-29,0,0
7186,579,1999-01-01,2003-01-03,0,0
44673,580,1999-01-01,2002-06-03,0,0
27626,581,1999-01-01,2000-07-19,1,0
28922,582,1999-01-01,2000-06-02,0,0
19205,583,1999-01-01,2001-08-19,0,0
7804,584,1999-01-01,2004-03-17,1,0
41035,585,1999-01-01,2002-08-16,0,0
43230,586,1999-01-01,2001-01-22,0,0
15155,587,1999-01-01,2002-09-30,0,0
31374,588,1999-01-01,2001-07-12,0,0
31575,589,1999-01-01,2001-04-28,1,0
33420,590,1999-01-01,2000-08-01,0,0
35598,591,1999-01-01,2004-01-04,0,0
6360,592,1999-01-01,2000-04-15,0,0
17553,593,1999-01-01,1999-05-18,0,0
1299,594,1999-01-01,2002-11-11,0,0
14070,595,1999-01-01,2000-09-14,0,0
7412,596,1999-01-01,1999-11-03,0,0
42713,597,1999-01-01,2003-12-07,1,0
9366,598,1999-01-01,1999-12-19,0,0
13680,599,1999-01-01,2002-01-05,0,0
2968,600,1999-01-01,2003-12-24,0,0
22382,601,1999-01-01,2003-03-09,1,0
20505,602,1999-01-01,2000-04-03,0,0
26600,603,1999-01-01,1999-10-11,0,0
6590,604,1999-01-01,2002-03-16,0,0
10633,605,1999-01-01,2000-12-16,1,0
