employee_num,year,perf_review_score
8225,1999,3
8225,2000,3
8225,2001,4
8225,2002,3
8225,2003,3
8225,2004,3
34405,1999,3
34405,2000,4
34405,2001,2
38012,1999,3
38012,2000,3
7355,1999,3
7355,2001,4
7355,2002,4
7355,2003,5
7355,2004,3
7355,2005,3
7355,2006,3
7355,2007,3
7355,2008,3
7355,2009,3
19894,1999,3
19894,2000,3
8395,1999,3
8395,2000,3
8395,2001,3
8395,2002,4
8395,2003,3
8395,2004,5
8395,2006,5
8395,2007,5
8395,2008,4
8395,2009,2
8395,2010,3
8395,2011,3
8395,2012,5
8395,2013,3
8395,2014,3
8395,2015,4
8395,2016,5
19572,2000,3
19572,2001,4
19572,2002,5
19572,2003,3
19572,2004,3
19572,2005,3
19572,2006,2
19572,2007,3
19572,2008,3
20165,1999,3
20165,2000,3
20165,2001,5
20165,2002,4
20165,2003,3
20165,2004,3
20165,2005,3
20165,2006,3
20165,2007,3
20165,2008,5
20165,2009,5
20165,2010,3
20165,2011,4
28090,1999,5
28090,2000,3
28090,2001,3
28090,2002,5
18764,1999,3
18764,2000,4
18764,2001,3
18764,2002,5
18764,2003,3
18764,2004,3
18764,2005,4
18764,2006,3
13682,1999,3
13682,2000,3
13682,2001,3
13682,2002,3
13682,2003,2
13682,2004,3
13682,2005,3
13682,2006,3
13682,2007,5
13682,2008,3
13682,2009,2
10135,1999,4
10135,2000,3
10135,2001,3
10135,2002,3
10135,2003,5
10135,2004,3
10135,2005,3
10135,2006,3
10135,2007,3
10135,2008,3
10135,2009,3
10135,2010,3
10135,2011,3
10135,2012,3
10135,2013,3
10135,2014,3
10135,2015,3
10135,2016,3
10135,2017,3
34019,1999,4
34019,2000,4
34019,2001,3
34019,2002,3
34019,2003,3
34019,2004,3
34019,2005,3
34019,2006,3
34019,2007,4
34019,2008,5
34655,1999,3
34655,2000,3
28179,1999,3
28179,2000,3
28179,2001,3
28179,2002,3
28179,2003,5
42764,1999,3
42764,2000,2
42764,2001,3
30022,1999,3
30022,2000,3
30022,2001,3
30022,2002,3
30022,2003,4
30022,2004,3
30022,2005,3
2145,1999,5
2145,2000,3
2145,2001,3
2145,2002,3
2145,2003,3
2145,2004,3
2145,2005,3
2145,2006,3
2145,2008,3
2145,2009,3
2145,2010,3
2145,2011,3
2145,2012,5
2145,2013,4
2145,2014,3
2145,2015,3
2145,2016,3
2145,2017,4
27834,1999,3
27834,2000,3
27834,2001,3
27834,2002,3
27834,2003,3
27834,2004,3
27834,2005,3
11122,1999,3
11122,2000,4
11122,2001,4
11122,2002,3
11122,2003,3
11122,2004,3
11122,2005,3
11122,2006,3
31547,1999,3
31547,2000,3
31547,2001,5
31547,2002,1
31547,2003,3
31547,2004,4
44997,1999,3
44997,2000,4
44997,2001,3
44997,2002,3
44997,2003,4
44997,2004,3
44997,2005,3
44997,2006,4
44997,2007,3
25950,1999,5
25950,2000,3
25950,2001,3
25950,2002,4
42333,1999,4
42333,2000,3
42333,2001,3
42333,2002,3
10912,1999,3
5189,1999,3
5189,2000,3
5189,2001,3
5189,2002,3
5189,2003,3
5189,2004,3
5189,2005,5
5189,2006,3
5189,2007,5
5189,2008,4
5189,2009,3
5189,2010,4
5189,2011,5
5189,2012,3
5189,2013,5
5189,2014,3
5189,2015,3
22966,1999,4
22966,2000,3
22966,2001,3
22966,2002,3
22966,2003,3
22966,2004,3
22966,2005,3
22966,2006,3
22966,2007,3
22966,2008,3
22966,2009,3
22966,2010,3
22966,2011,3
22966,2012,3
22966,2013,4
22966,2014,3
22966,2015,3
22966,2016,3
22966,2017,3
27645,1999,3
14480,1999,4
14480,2000,4
14480,2001,3
14480,2002,3
14480,2003,5
14480,2004,3
14480,2005,2
14480,2006,3
14480,2007,3
14480,2008,2
14480,2009,3
14480,2010,3
14480,2011,3
8775,1999,3
8775,2000,5
8775,2001,4
3370,1999,3
3370,2000,3
43588,1999,4
43588,2000,3
43588,2001,3
31484,1999,3
31484,2000,2
31484,2001,3
31484,2002,3
31484,2003,3
31484,2004,5
28240,1999,3
28240,2000,5
28240,2001,4
28240,2002,3
28240,2003,3
28240,2004,3
28240,2005,3
28240,2006,3
28240,2007,4
28240,2008,4
28240,2009,3
28240,2010,3
28240,2011,3
28240,2012,4
28240,2013,3
9306,1999,3
9306,2000,3
9306,2001,3
9306,2002,3
9306,2003,4
9306,2004,3
9306,2005,3
9306,2006,3
9306,2007,5
9306,2008,3
9306,2009,3
9306,2010,3
9306,2011,3
44328,1999,3
44328,2000,5
44328,2001,3
44328,2002,4
44328,2003,3
44328,2004,3
44328,2005,3
44328,2006,3
44328,2007,3
44328,2008,3
44328,2009,3
44328,2010,3
44328,2011,2
5123,1999,4
5123,2000,3
5123,2001,3
29949,1999,3
29949,2000,4
29949,2001,3
29949,2002,4
29949,2003,3
29949,2004,4
29949,2005,3
29949,2006,3
29949,2007,3
29949,2008,3
29949,2009,3
29949,2010,4
29949,2011,4
29949,2012,3
17863,1999,3
17863,2000,3
33004,1999,3
33004,2000,3
33004,2001,3
33004,2002,4
1798,1999,3
1798,2000,3
1798,2001,4
1798,2002,4
1633,1999,4
1633,2000,4
1633,2001,3
1633,2002,3
1633,2003,3
1633,2004,3
1633,2005,3
1633,2006,3
1633,2007,1
1633,2008,2
1633,2009,3
1633,2010,3
1633,2011,3
1633,2012,4
1633,2013,4
1633,2014,3
1633,2015,4
1633,2016,3
1633,2017,4
12382,1999,3
12382,2000,3
12382,2001,3
12382,2002,5
12382,2003,3
12382,2004,4
12382,2005,3
12382,2006,3
12382,2007,4
12382,2008,3
12382,2009,3
12382,2010,5
12382,2011,3
19273,1999,3
19273,2000,3
19273,2001,3
19273,2002,3
19273,2003,3
19273,2004,3
19273,2005,3
19273,2006,4
19273,2007,5
19273,2008,4
19273,2009,4
19273,2010,3
19273,2011,3
19273,2012,4
19273,2013,5
16921,1999,3
16921,2000,4
16921,2001,5
16921,2002,4
22268,1999,3
20452,1999,3
20452,2000,3
20452,2001,3
20452,2002,3
20452,2003,5
20452,2004,3
20452,2005,3
20452,2006,3
20452,2007,3
36480,2000,3
36480,2001,3
6479,1999,3
6479,2000,4
6479,2001,3
6479,2002,3
6479,2003,4
6479,2004,4
6479,2005,3
6479,2006,5
6479,2007,5
6479,2008,3
6479,2009,3
6479,2010,3
6479,2011,3
6479,2012,2
6479,2013,3
6479,2015,2
6479,2016,4
6479,2017,3
14963,1999,3
14963,2000,3
14963,2001,2
14963,2002,1
14963,2003,5
14963,2004,2
14963,2005,4
14963,2007,3
14963,2008,5
14963,2009,4
39737,1999,3
39737,2000,3
39737,2001,2
39737,2002,3
39737,2003,2
39737,2004,3
39737,2005,3
39737,2006,4
39737,2007,2
39737,2008,3
39737,2009,5
39737,2010,3
2944,1999,4
2944,2000,3
44804,1999,4
44804,2000,3
44804,2001,3
44804,2002,3
44804,2003,4
44804,2004,5
44804,2005,4
44804,2006,4
44804,2007,3
44804,2008,3
44804,2009,3
44804,2010,3
44804,2011,3
44804,2012,3
44804,2013,3
44804,2014,3
44804,2015,3
44804,2016,4
44804,2017,3
2852,1999,3
2852,2000,3
2852,2001,3
38677,1999,4
38677,2000,4
38677,2001,4
38677,2002,5
38677,2003,3
152,1999,3
1651,1999,4
1651,2000,3
1651,2001,4
1651,2002,3
1651,2003,5
1651,2004,3
30621,1999,4
30621,2000,4
30621,2001,5
30621,2002,4
30621,2003,4
30621,2004,4
30621,2005,3
28623,1999,5
28623,2000,3
38890,1999,4
38890,2000,4
38890,2001,3
38890,2002,3
38890,2003,3
38890,2004,3
38890,2005,3
38890,2006,4
38890,2007,3
38890,2008,4
38890,2009,4
38890,2010,3
38890,2011,3
38890,2012,5
20602,1999,3
20602,2000,3
20602,2001,4
20602,2002,4
20602,2003,4
20602,2004,3
20602,2005,5
20602,2006,4
20602,2007,3
20602,2008,3
20602,2009,3
20602,2010,4
20602,2011,4
20602,2012,3
20602,2013,3
20602,2014,3
20602,2015,3
20602,2016,4
20602,2017,3
41,1999,3
41,2000,3
41,2001,4
41,2002,3
41,2003,2
41,2004,3
33988,1999,4
33988,2000,4
33988,2001,5
33988,2002,3
33988,2003,4
33988,2004,3
33988,2005,3
33988,2006,5
33988,2007,3
33988,2008,3
37042,1999,4
37042,2000,3
37042,2001,3
37042,2002,1
37042,2003,3
43618,1999,3
43618,2000,3
43618,2001,5
43618,2002,3
43618,2003,3
39336,1999,2
39336,2000,3
39336,2001,3
14405,1999,3
14405,2000,3
14405,2001,3
14405,2003,4
14405,2004,3
14405,2005,4
14405,2006,5
14405,2007,4
30245,1999,5
30245,2000,4
30245,2001,3
27816,1999,4
27816,2000,2
27816,2001,3
27816,2002,3
27816,2003,3
27816,2004,3
27816,2005,3
27816,2006,3
27816,2007,4
27816,2008,2
27816,2009,3
27816,2010,3
27816,2011,3
27816,2012,4
27816,2013,3
27816,2014,3
27816,2015,3
27816,2016,3
27816,2017,3
40503,1999,3
40503,2000,3
40503,2001,3
57,1999,2
57,2000,3
8057,1999,3
8057,2000,3
8057,2001,5
8057,2002,3
8057,2003,3
8057,2004,3
8057,2005,3
8057,2006,5
8057,2007,4
8057,2008,3
17438,1999,3
17438,2000,2
17438,2001,3
17438,2002,3
17438,2003,5
17438,2004,4
17438,2005,5
17438,2006,3
17438,2007,3
17438,2008,3
17438,2009,3
17438,2010,3
17438,2011,3
17438,2012,4
41222,1999,4
41222,2000,4
41222,2001,3
41222,2002,5
41222,2003,3
41222,2004,3
41222,2005,4
41222,2006,4
41222,2007,3
41222,2008,4
41222,2009,3
27300,1999,3
27300,2000,4
29458,1999,4
29458,2000,3
29458,2001,4
29458,2002,4
9269,1999,3
9269,2000,3
9269,2001,3
9269,2002,3
9269,2003,4
9269,2004,3
9269,2005,3
9269,2006,3
9269,2007,1
9269,2008,3
9269,2009,2
9269,2010,3
9269,2011,2
18623,1999,5
18623,2000,3
18623,2001,3
18623,2002,3
18623,2003,4
18623,2004,3
18623,2005,3
18623,2006,4
18623,2007,4
18623,2008,3
18623,2009,3
18623,2010,3
18623,2011,3
18623,2012,3
18623,2013,3
18623,2014,5
18623,2015,3
18623,2016,4
18623,2017,3
35491,1999,3
35491,2000,3
35491,2001,3
35491,2002,4
4526,1999,4
4526,2000,5
4526,2001,3
4526,2002,3
4526,2003,3
4526,2004,4
4526,2005,4
4526,2006,3
4526,2007,5
4526,2008,3
695,1999,3
695,2000,3
695,2001,3
14639,1999,3
14639,2000,3
7826,1999,3
7826,2000,4
13481,1999,3
13481,2000,4
13481,2001,3
13481,2002,4
37628,1999,3
37628,2000,4
37628,2001,4
37628,2002,4
37628,2003,4
37628,2004,3
37628,2005,4
37628,2006,5
28812,2000,3
28812,2001,3
28812,2002,3
28812,2003,4
28812,2004,4
20784,1999,3
20784,2000,3
20784,2001,5
20784,2002,3
14368,1999,4
14368,2000,4
14368,2001,5
14368,2002,4
14368,2003,3
14368,2004,3
14368,2005,4
14368,2006,3
14368,2007,3
14368,2008,2
14368,2009,3
26822,1999,3
26822,2000,3
26822,2001,5
26822,2002,3
38077,1999,5
38077,2000,3
38077,2001,3
38077,2002,3
36453,1999,3
36453,2000,3
36453,2001,3
36453,2002,3
35917,1999,3
35917,2000,4
35917,2001,3
35917,2002,3
35917,2003,3
13638,1999,4
14121,1999,3
30900,1999,4
30900,2000,4
30900,2001,3
30900,2002,4
30900,2003,3
30900,2004,4
30900,2005,4
30900,2006,3
30900,2007,3
30900,2008,4
30900,2009,3
30900,2010,3
30900,2011,3
843,1999,3
843,2000,4
843,2001,5
843,2002,4
843,2003,3
843,2004,3
843,2005,3
843,2006,5
843,2007,3
843,2008,3
843,2009,3
843,2010,3
21078,1999,3
21078,2000,3
21078,2001,3
21078,2002,5
21078,2003,5
24500,1999,3
24500,2000,3
24500,2001,3
24500,2002,3
24500,2003,3
24500,2004,4
24500,2005,5
24500,2006,4
24500,2007,3
24500,2008,4
24500,2009,4
24500,2010,4
24500,2011,4
24500,2012,3
24500,2013,3
3342,1999,3
3342,2000,3
44714,1999,3
44714,2000,2
44714,2001,3
44714,2002,3
44714,2003,3
44714,2004,3
44714,2005,1
44714,2006,3
44714,2007,4
30042,1999,3
30042,2000,5
30042,2001,4
30042,2002,3
30042,2003,5
30042,2004,3
30042,2005,3
30042,2006,5
30042,2007,3
30042,2008,3
30042,2009,3
4385,1999,3
4385,2000,5
4385,2001,3
4385,2002,3
4385,2003,4
4385,2004,3
4385,2005,4
4385,2006,3
4385,2007,3
4385,2008,1
4385,2009,3
4385,2010,3
4385,2011,4
4385,2012,4
4385,2013,5
43413,1999,3
8984,1999,3
8984,2000,3
8984,2001,3
8984,2002,3
8984,2003,3
8984,2004,3
8984,2005,3
8984,2006,4
8984,2007,4
8984,2008,3
8984,2009,3
8984,2010,5
8984,2011,3
10597,1999,3
10597,2000,2
14305,1999,4
14305,2000,5
14305,2001,3
14305,2002,4
14305,2003,3
14305,2004,5
14305,2005,5
14305,2006,4
14305,2007,3
14305,2008,3
14305,2009,4
14305,2010,3
14305,2011,3
14305,2012,3
14305,2013,3
14305,2014,3
14305,2015,4
38683,1999,3
38683,2000,3
22948,1999,3
22948,2000,3
22948,2001,3
22948,2002,4
22948,2003,4
22948,2004,3
22948,2005,3
22948,2006,3
22948,2007,2
22948,2008,5
22948,2009,4
22948,2010,3
22948,2011,3
22948,2012,3
30297,1999,3
30297,2000,4
30297,2001,3
30297,2002,3
30297,2003,3
1919,2000,4
1919,2001,3
1919,2002,5
1919,2003,3
1919,2004,4
1919,2005,4
1919,2006,5
1919,2007,3
1919,2008,3
1919,2009,3
1919,2010,3
1919,2011,3
1919,2012,3
1919,2013,3
15493,1999,3
15493,2000,1
15493,2001,3
15493,2002,4
15493,2003,3
15493,2004,3
8664,1999,3
8664,2000,3
8664,2001,3
8664,2002,4
8664,2003,4
8664,2004,4
8664,2005,3
34109,1999,3
34109,2000,3
34109,2001,5
34109,2002,3
14515,1999,3
14515,2000,4
14515,2001,3
14515,2002,3
14515,2003,4
31238,1999,4
31238,2000,3
31238,2001,3
31238,2002,3
31238,2003,3
31238,2004,4
31238,2005,3
21066,1999,3
21066,2000,3
21066,2001,3
21066,2002,3
21066,2003,3
21066,2004,2
21066,2005,3
21066,2006,3
21066,2007,4
21066,2008,3
21066,2009,3
21066,2010,5
21066,2011,4
30937,1999,3
30937,2000,5
231,1999,2
231,2000,3
231,2001,3
15638,1999,3
15638,2000,3
15638,2001,3
15638,2002,3
15638,2003,3
15638,2004,4
15638,2005,4
15638,2006,3
44822,1999,4
44822,2000,3
44822,2001,2
44822,2002,3
13036,1999,4
13036,2000,3
13036,2001,3
13036,2002,5
13036,2003,3
13036,2004,3
32129,1999,3
24795,1999,3
24795,2000,3
24795,2001,5
24795,2002,3
24795,2003,3
24795,2004,3
24795,2005,5
24795,2006,5
24795,2007,5
44626,1999,3
20681,1999,3
20681,2000,3
20681,2001,3
20681,2002,2
20681,2003,3
20681,2004,3
20681,2005,4
20681,2006,3
35320,1999,3
35320,2000,3
35320,2001,3
35320,2002,3
35320,2003,4
35320,2004,3
35320,2005,5
35320,2006,4
35320,2007,3
24647,1999,4
31791,1999,3
31791,2000,4
31791,2001,3
31791,2002,3
31791,2003,5
31791,2004,3
31791,2005,3
36110,1999,3
36110,2000,3
36110,2001,3
36110,2002,5
42722,1999,4
42722,2000,3
42722,2001,4
42722,2002,3
42722,2003,3
42722,2004,3
27389,1999,3
27389,2000,4
27389,2001,3
27389,2002,3
27389,2003,3
27389,2004,3
27389,2005,3
27389,2006,3
27389,2007,5
27389,2008,2
27389,2009,3
27389,2010,3
27389,2011,3
27389,2012,3
27389,2013,4
40327,1999,3
40327,2000,4
40327,2001,5
40327,2002,3
40327,2003,3
40327,2004,5
40327,2005,4
40327,2006,3
40327,2007,3
40327,2008,2
40327,2009,3
40327,2010,4
40327,2011,4
40327,2012,3
42265,1999,5
42265,2000,3
42265,2001,3
42265,2002,3
42265,2003,4
42265,2004,2
42265,2005,3
42265,2006,5
42265,2007,3
42265,2008,3
42265,2009,3
42265,2010,3
42265,2011,4
42265,2012,2
42265,2013,3
42265,2014,3
42265,2015,3
42265,2016,3
12912,1999,3
12912,2000,3
34811,1999,3
16047,1999,3
16047,2000,3
16047,2001,3
16047,2002,3
16047,2003,3
16047,2004,3
16047,2005,5
16047,2006,5
16047,2007,4
16047,2008,2
40781,1999,4
40781,2000,5
40781,2001,4
40781,2002,4
40781,2003,5
21651,1999,3
21651,2000,4
35642,1999,5
35642,2000,2
25463,1999,3
25463,2000,5
25463,2001,4
25463,2002,4
25463,2003,5
25463,2004,3
25463,2005,3
25463,2007,3
25463,2008,3
25463,2009,4
25463,2010,3
31869,1999,3
31869,2000,3
31869,2001,3
31869,2002,3
31869,2003,3
31869,2004,5
31869,2005,3
31869,2006,3
31869,2007,3
13388,1999,4
13388,2000,3
13388,2001,3
30549,1999,3
30549,2000,3
27466,1999,4
27466,2000,3
27466,2001,3
27466,2002,4
42271,1999,5
42271,2000,3
42271,2001,3
42271,2002,4
42271,2003,4
42271,2004,3
42271,2005,3
42271,2006,3
42271,2007,3
42271,2008,5
42271,2009,5
42271,2010,4
42271,2011,3
33495,1999,3
33495,2000,5
21501,1999,3
21501,2000,5
21501,2001,3
15476,1999,5
15476,2000,3
15476,2001,3
30079,1999,3
30079,2000,4
30079,2001,3
30079,2002,3
30079,2003,3
30079,2004,3
30079,2005,5
30079,2006,3
30079,2007,3
30079,2008,3
30079,2009,3
30079,2010,5
30079,2011,3
30079,2012,4
39636,1999,3
33923,1999,3
33923,2000,3
33923,2001,3
33923,2002,4
33923,2003,1
33923,2004,5
43678,1999,3
43678,2000,3
43678,2001,4
43678,2002,3
43678,2003,3
43678,2004,3
43678,2005,3
43678,2006,3
43678,2007,3
43678,2008,4
43678,2009,3
43678,2010,4
43678,2011,3
43678,2012,3
29408,1999,3
29408,2000,3
29408,2001,3
25255,1999,5
25255,2000,3
25255,2001,4
25255,2002,4
25255,2003,4
25255,2004,3
25255,2005,5
31975,2000,5
31975,2001,3
31975,2002,3
31975,2003,3
31975,2004,4
31975,2005,5
31975,2006,3
31975,2007,4
36723,1999,3
36723,2000,5
36723,2001,5
36723,2002,5
36723,2003,3
27648,1999,3
27648,2000,3
27648,2001,3
6191,1999,3
6191,2000,3
6191,2001,3
6191,2002,3
18858,1999,4
18858,2000,3
18858,2001,3
18858,2002,3
18858,2003,3
44449,1999,3
44449,2000,3
4383,1999,4
4383,2000,3
4383,2001,3
4383,2002,3
4383,2003,3
4383,2004,5
4383,2005,3
4383,2006,4
4383,2007,3
4383,2008,3
25847,1999,3
25847,2000,3
25847,2001,3
25847,2002,4
25847,2003,3
25847,2004,5
25847,2005,4
25847,2006,3
25847,2007,4
25847,2008,3
25847,2009,4
25847,2010,3
25847,2011,3
25847,2012,3
32381,1999,3
32381,2000,3
39400,1999,3
39400,2000,3
39400,2001,3
39400,2002,3
17660,1999,5
17660,2000,3
17660,2001,3
17660,2002,3
17660,2003,3
17660,2004,3
17660,2005,3
17660,2006,4
17660,2007,3
17660,2008,3
17660,2009,3
17660,2010,3
17660,2011,3
17660,2012,3
17660,2013,3
17660,2014,3
17660,2015,3
17660,2016,4
17660,2017,5
5070,1999,3
5070,2000,3
5070,2001,4
5070,2002,4
5070,2003,5
5070,2004,3
5070,2005,3
9497,1999,3
9497,2000,3
9497,2001,4
9497,2002,3
9497,2003,4
9497,2004,4
9497,2005,3
37199,1999,3
37199,2000,3
37199,2001,3
37199,2002,4
37199,2003,3
37199,2004,3
37199,2005,5
37199,2006,4
37199,2007,4
37199,2008,3
37199,2009,5
37199,2010,3
37199,2011,3
37199,2012,5
37199,2013,5
37199,2014,3
37199,2015,3
37199,2016,3
37199,2017,4
10084,1999,5
10084,2000,3
10084,2001,3
42409,1999,3
3509,1999,5
3509,2000,4
3509,2001,5
3509,2002,3
3509,2003,3
3509,2004,3
3509,2006,3
3509,2007,3
3509,2008,5
3509,2009,4
3509,2010,3
3509,2011,3
3509,2012,5
16624,1999,4
16624,2000,2
16624,2001,3
16624,2002,3
16624,2003,3
16624,2004,3
16624,2005,3
12393,1999,3
12393,2000,4
12393,2001,4
12393,2002,3
12393,2003,3
26777,1999,5
26777,2000,5
26777,2001,3
26777,2002,4
26777,2003,4
26777,2004,3
26777,2005,5
10469,1999,3
10469,2000,3
44275,1999,4
44275,2000,4
44275,2001,5
44275,2002,3
44275,2003,3
20747,1999,5
20747,2000,3
20747,2001,3
25248,1999,3
25248,2000,4
25248,2001,4
23479,1999,4
23479,2000,4
23479,2001,3
23479,2002,3
38836,1999,5
38836,2000,4
38836,2001,4
38836,2002,4
38836,2003,3
38836,2004,3
38836,2005,3
6149,1999,4
6149,2000,3
6149,2001,3
6149,2002,4
6149,2003,3
6149,2004,3
6149,2005,4
37051,1999,3
37051,2000,3
37051,2001,3
37051,2002,4
37051,2003,3
2496,1999,3
2496,2000,3
2496,2001,3
2496,2002,4
2496,2003,4
2496,2004,3
2496,2005,4
2496,2006,3
22559,1999,5
22559,2000,5
22559,2001,3
22559,2002,5
22559,2003,3
22559,2004,3
22559,2005,3
20152,1999,3
20152,2000,4
20152,2001,3
39528,1999,3
39528,2000,3
39528,2001,3
39528,2002,3
39528,2003,3
39528,2004,4
39528,2005,5
39528,2006,5
39528,2007,3
39528,2008,3
39528,2009,4
39528,2010,3
39528,2011,4
39528,2012,3
39528,2013,3
39528,2014,3
39528,2015,5
39528,2016,3
39528,2017,3
20178,1999,3
14961,1999,3
14961,2000,3
